,Data,AED,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,100 HUF,INR,100 JPY,100 KRW,MDL,MXN,NOK,NZD,PLN,RSD,RUB,SEK,THB,TRY,UAH,USD,XAU,XDR,ZAR
219,2023-11-15,1.2465,2.9833,2.5411,0.9409,3.3441,5.1538,0.6320,0.2028,0.6663,0.1482,4.9701,5.7046,1.3182,0.0551,3.0428,0.3518,0.2579,0.2645,0.4221,2.7657,1.1306,0.0424,0.0515,0.4338,0.1290,0.1596,0.1264,4.5782,290.3827,6.0699,0.2522
220,2023-11-16,1.2476,2.9746,2.5413,0.9424,3.3441,5.1557,0.6321,0.2032,0.6664,0.1483,4.9704,5.6837,1.3209,0.0551,3.0297,0.3546,0.2547,0.2653,0.4234,2.7472,1.1334,0.0424,0.0515,0.4335,0.1292,0.1599,0.1263,4.5823,289.5645,6.0691,0.2514
221,2023-11-17,1.2456,2.9772,2.5417,0.9407,3.3340,5.1573,0.6348,0.2034,0.6665,0.1479,4.9711,5.6865,1.3180,0.0550,3.0623,0.3543,0.2559,0.2662,0.4205,2.7415,1.1342,0.0424,0.0514,0.4338,0.1306,0.1597,0.1267,4.5751,292.9384,6.0728,0.2505
222,2023-11-20,1.2387,2.9826,2.5416,0.9273,3.3189,5.1493,0.6348,0.2028,0.6667,0.1472,4.9709,5.6749,1.3109,0.0546,3.0672,0.3522,0.2562,0.2649,0.4231,2.7437,1.1380,0.0424,0.0513,0.4344,0.1294,0.1581,0.1262,4.5496,288.9927,6.0577,0.2471
223,2023-11-21,1.2362,2.9835,2.5414,0.9352,3.3125,5.1384,0.6362,0.2028,0.6666,0.1469,4.9706,5.6963,1.3075,0.0545,3.0770,0.3513,0.2549,0.2656,0.4262,2.7549,1.1407,0.0424,0.0515,0.4357,0.1290,0.1574,0.1258,4.5402,290.3856,6.0568,0.2471
224,2023-11-22,1.2417,2.9903,2.5415,0.9305,3.3268,5.1563,0.6376,0.2029,0.6668,0.1476,4.9707,5.7108,1.3057,0.0547,3.0595,0.3501,0.2552,0.2653,0.4257,2.7512,1.1361,0.0424,0.0517,0.4361,0.1295,0.1584,0.1265,4.5603,293.2832,6.0688,0.2438
225,2023-11-23,1.2395,2.9868,2.5416,0.9277,3.3262,5.1572,0.6374,0.2039,0.6667,0.1471,4.9710,5.7135,1.3090,0.0546,3.0498,0.3501,0.2564,0.2649,0.4244,2.7518,1.1388,0.0424,0.0515,0.4346,0.1290,0.1579,0.1264,4.5522,291.6931,6.0629,0.2427
226,2023-11-24,1.2405,2.9933,2.5412,0.9289,3.3283,5.1562,0.6369,0.2037,0.6666,0.1474,4.9703,5.7252,1.3082,0.0547,3.0467,0.3488,0.2560,0.2657,0.4236,2.7627,1.1365,0.0424,0.0512,0.4346,0.1285,0.1576,0.1262,4.5559,292.3096,6.0647,0.2412
227,2023-11-27,1.2354,2.9956,2.5412,0.9252,3.3251,5.1561,0.6341,0.2039,0.6667,0.1466,4.9702,5.7250,1.3080,0.0544,3.0446,0.3485,0.2554,0.2658,0.4243,2.7640,1.1414,0.0424,0.0510,0.4355,0.1293,0.1569,0.1251,4.5369,293.8593,6.0504,0.2431
228,2023-11-28,1.2367,3.0036,2.5424,0.9275,3.3433,5.1534,0.6349,0.2044,0.6669,0.1468,4.9725,5.7376,1.3086,0.0545,3.0556,0.3505,0.2544,0.2648,0.4260,2.7660,1.1431,0.0424,0.0511,0.4353,0.1300,0.1569,0.1249,4.5419,294.1024,6.0576,0.2423
229,2023-11-29,1.2339,3.0003,2.5424,0.9302,3.3338,5.1634,0.6357,0.2047,0.6669,0.1466,4.9726,5.7463,1.3150,0.0544,3.0662,0.3506,0.2543,0.2641,0.4252,2.7852,1.1455,0.0424,0.0510,0.4374,0.1300,0.1566,0.1245,4.5313,296.8710,6.0543,0.2445
230,2023-12-04,1.2447,3.0389,2.5400,0.9366,3.3741,5.2353,0.6404,0.2040,0.6663,0.1479,4.9678,5.7886,1.3080,0.0548,3.1189,0.3505,0.2566,0.2648,0.4256,2.8302,1.1465,0.0424,0.0503,0.4389,0.1307,0.1580,0.1251,4.5710,303.8212,6.0912,0.2443
231,2023-12-05,1.2483,3.0155,2.5397,0.9271,3.3818,5.2499,0.6419,0.2036,0.6662,0.1484,4.9672,5.7927,1.3075,0.0550,3.1178,0.3487,0.2568,0.2625,0.4224,2.8194,1.1495,0.0424,0.0499,0.4392,0.1298,0.1584,0.1249,4.5844,298.5041,6.1006,0.2439
232,2023-12-06,1.2534,3.0248,2.5401,0.9339,3.3895,5.2648,0.6432,0.2043,0.6663,0.1490,4.9681,5.8001,1.3052,0.0552,3.1236,0.3499,0.2586,0.2655,0.4203,2.8299,1.1456,0.0424,0.0497,0.4390,0.1309,0.1592,0.1255,4.6029,299.3672,6.1144,0.2427
233,2023-12-07,1.2565,3.0289,2.5400,0.9411,3.3946,5.2769,0.6452,0.2040,0.6664,0.1493,4.9679,5.8029,1.3050,0.0553,3.1866,0.3498,0.2595,0.2660,0.4223,2.8356,1.1465,0.0424,0.0497,0.4407,0.1311,0.1595,0.1258,4.6140,301.7158,6.1317,0.2449
234,2023-12-08,1.2543,3.0452,2.5399,0.9377,3.3929,5.2613,0.6432,0.2040,0.6663,0.1491,4.9677,5.7949,1.2995,0.0552,3.1911,0.3514,0.2601,0.2649,0.4242,2.8339,1.1456,0.0424,0.0503,0.4421,0.1303,0.1594,0.1253,4.6059,300.4044,6.1246,0.2441
235,2023-12-11,1.2562,3.0265,2.5415,0.9363,3.3932,5.2443,0.6425,0.2042,0.6667,0.1493,4.9708,5.7989,1.3042,0.0553,3.1542,0.3494,0.2599,0.2651,0.4220,2.8222,1.1475,0.0424,0.0507,0.4411,0.1293,0.1590,0.1251,4.6131,295.6592,6.1247,0.2415
236,2023-12-12,1.2529,3.0343,2.5423,0.9316,3.3915,5.2526,0.6415,0.2035,0.6668,0.1489,4.9724,5.7879,1.2990,0.0552,3.1676,0.3513,0.2591,0.2652,0.4227,2.8335,1.1456,0.0425,0.0511,0.4409,0.1291,0.1583,0.1244,4.6011,294.0805,6.1180,0.2433
237,2023-12-13,1.2570,3.0244,2.5431,0.9294,3.3963,5.2643,0.6428,0.2031,0.6671,0.1494,4.9740,5.7757,1.3035,0.0553,3.1664,0.3496,0.2569,0.2661,0.4194,2.8121,1.1507,0.0424,0.0513,0.4412,0.1290,0.1590,0.1247,4.6160,294.1904,6.1276,0.2418
238,2023-12-14,1.2413,3.0590,2.5421,0.9266,3.3882,5.2362,0.6389,0.2032,0.6669,0.1475,4.9720,5.7697,1.3092,0.0547,3.2178,0.3516,0.2567,0.2642,0.4317,2.8316,1.1539,0.0424,0.0506,0.4439,0.1301,0.1572,0.1232,4.5587,298.1899,6.0959,0.2453
239,2023-12-15,1.2343,3.0464,2.5416,0.9221,3.3886,5.2334,0.6375,0.2034,0.6668,0.1466,4.9709,5.7970,1.3038,0.0546,3.1997,0.3496,0.2545,0.2634,0.4338,2.8204,1.1540,0.0424,0.0505,0.4432,0.1301,0.1560,0.1225,4.5330,297.7380,6.0789,0.2497
240,2023-12-18,1.2392,3.0569,2.5399,0.9209,3.4005,5.2395,0.6380,0.2024,0.6664,0.1473,4.9676,5.7635,1.2921,0.0548,3.1889,0.3500,0.2545,0.2639,0.4355,2.8345,1.1462,0.0424,0.0503,0.4443,0.1299,0.1569,0.1224,4.5508,295.5104,6.0842,0.2465
241,2023-12-19,1.2371,3.0584,2.5413,0.9278,3.3943,5.2450,0.6361,0.2027,0.6667,0.1468,4.9704,5.7728,1.2954,0.0546,3.1357,0.3474,0.2568,0.2656,0.4387,2.8321,1.1485,0.0424,0.0504,0.4448,0.1299,0.1562,0.1218,4.5433,295.7712,6.0724,0.2455
242,2023-12-20,1.2354,3.0676,2.5412,0.9327,3.4041,5.2648,0.6356,0.2026,0.6666,0.1468,4.9702,5.7419,1.2899,0.0545,3.1629,0.3482,0.2576,0.2655,0.4416,2.8516,1.1473,0.0424,0.0501,0.4468,0.1299,0.1559,0.1206,4.5369,297.1272,6.0692,0.2475
243,2023-12-21,1.2355,3.0596,2.5407,0.9233,3.3976,5.2648,0.6347,0.2029,0.6664,0.1467,4.9692,5.7318,1.2956,0.0545,3.1728,0.3473,0.2586,0.2655,0.4381,2.8357,1.1437,0.0424,0.0493,0.4460,0.1300,0.1556,0.1207,4.5377,296.7558,6.0689,0.2475
244,2023-12-22,1.2281,3.0671,2.5408,0.9230,3.3977,5.2769,0.6328,0.2024,0.6665,0.1460,4.9695,5.7365,1.2989,0.0542,3.1743,0.3472,0.2579,0.2653,0.4419,2.8391,1.1465,0.0424,0.0491,0.4491,0.1305,0.1542,0.1203,4.5101,298.0999,6.0513,0.2447
245,2023-12-27,1.2244,3.0741,2.5422,0.9341,3.4072,5.2723,0.6291,0.2019,0.6670,0.1453,4.9720,5.7218,1.3030,0.0540,3.1539,0.3475,0.2573,0.2657,0.4428,2.8448,1.1479,0.0424,0.0489,0.4504,0.1307,0.1529,0.1193,4.4971,298.4744,6.0370,0.2437
246,2023-12-28,1.2178,3.0616,2.5438,0.9265,3.3838,5.3438,0.6298,0.2015,0.6674,0.1447,4.9753,5.7227,1.3015,0.0538,3.1769,0.3476,0.2573,0.2654,0.4423,2.8361,1.1471,0.0425,0.0494,0.4504,0.1310,0.1520,0.1175,4.4726,298.4998,6.0280,0.2405
247,2023-12-29,1.2241,3.0588,2.5434,0.9265,3.3913,5.3666,0.6322,0.2013,0.6675,0.1454,4.9746,5.7225,1.2995,0.0540,3.1735,0.3460,0.2570,0.2650,0.4428,2.8384,1.1444,0.0425,0.0500,0.4492,0.1309,0.1528,0.1182,4.4958,298.2747,6.0432,0.2429
