,Data,AED,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EGP,EUR,GBP,100 HUF,INR,100 JPY,100 KRW,MDL,MXN,NOK,NZD,PLN,RSD,RUB,SEK,THB,TRY,UAH,USD,XAU,XDR,ZAR
135,2023-07-19,1.1988,2.9817,2.5291,0.9153,3.3426,5.1315,0.6102,0.2066,0.6639,0.1424,4.9465,5.7007,1.3193,0.0536,3.1501,0.3480,0.2464,0.2633,0.4366,2.7500,1.1113,0.0422,0.0483,0.4294,0.1295,0.1635,0.1198,4.4033,279.9771,5.9503,0.2456
136,2023-07-20,1.1996,3.0105,2.5259,0.9196,3.3561,5.1330,0.6140,0.2063,0.6630,0.1430,4.9403,5.6900,1.3060,0.0537,3.1596,0.3464,0.2500,0.2631,0.4423,2.7709,1.1093,0.0421,0.0485,0.4309,0.1296,0.1637,0.1193,4.4061,280.7095,5.9541,0.2480
137,2023-07-21,1.2081,2.9955,2.5246,0.9248,3.3691,5.1208,0.6180,0.2054,0.6627,0.1441,4.9377,5.7073,1.3001,0.0541,3.1318,0.3455,0.2512,0.2610,0.4415,2.7486,1.1106,0.0421,0.0491,0.4273,0.1287,0.1649,0.1207,4.4374,280.0585,5.9733,0.2459
138,2023-07-24,1.2098,2.9968,2.5178,0.9297,3.3694,5.1294,0.6175,0.2043,0.6609,0.1438,4.9245,5.6993,1.2993,0.0543,3.1445,0.3468,0.2536,0.2627,0.4409,2.7560,1.1057,0.0420,0.0492,0.4268,0.1289,0.1649,0.1203,4.4437,280.8519,5.9725,0.2471
139,2023-07-25,1.2126,3.0134,2.5154,0.9422,3.3805,5.1245,0.6234,0.2043,0.6602,0.1439,4.9198,5.7150,1.3001,0.0544,3.1498,0.3489,0.2533,0.2646,0.4421,2.7635,1.1088,0.0420,0.0495,0.4283,0.1289,0.1652,0.1206,4.4539,280.9445,5.9850,0.2518
140,2023-07-26,1.2119,3.0078,2.5203,0.9371,3.3700,5.1666,0.6223,0.2047,0.6615,0.1441,4.9292,5.7436,1.2886,0.0543,3.1720,0.3493,0.2532,0.2629,0.4401,2.7679,1.1124,0.0421,0.0495,0.4278,0.1299,0.1652,0.1205,4.4515,282.2047,5.9913,0.2513
141,2023-07-27,1.2058,3.0106,2.5199,0.9348,3.3611,5.1713,0.6198,0.2050,0.6614,0.1433,4.9285,5.7405,1.2992,0.0540,3.1610,0.3459,0.2520,0.2644,0.4410,2.7659,1.1144,0.0421,0.0493,0.4286,0.1299,0.1644,0.1205,4.4289,281.1260,5.9735,0.2533
142,2023-07-28,1.2236,2.9909,2.5218,0.9475,3.3993,5.1627,0.6281,0.2048,0.6617,0.1455,4.9322,5.7612,1.2867,0.0546,3.2263,0.3515,0.2493,0.2685,0.4415,2.7643,1.1134,0.0421,0.0495,0.4265,0.1303,0.1667,0.1217,4.4944,282.2575,6.0323,0.2533
143,2023-07-31,1.2173,2.9949,2.5230,0.9444,3.3800,5.1405,0.6254,0.2063,0.6622,0.1445,4.9346,5.7479,1.2796,0.0544,3.1422,0.3506,0.2509,0.2672,0.4402,2.7703,1.1190,0.0421,0.0489,0.4257,0.1307,0.1660,0.1211,4.4712,281.2772,6.0045,0.2530
144,2023-08-01,1.2241,2.9844,2.5224,0.9517,3.3926,5.1387,0.6276,0.2059,0.6620,0.1455,4.9334,5.7674,1.2687,0.0547,3.1513,0.3492,0.2490,0.2677,0.4408,2.7720,1.1157,0.0421,0.0489,0.4242,0.1313,0.1669,0.1223,4.4964,282.9456,6.0237,0.2493
145,2023-08-02,1.2237,2.9581,2.5226,0.9377,3.3758,5.1248,0.6260,0.2064,0.6621,0.1453,4.9339,5.7431,1.2675,0.0544,3.1515,0.3467,0.2505,0.2659,0.4416,2.7502,1.1111,0.0421,0.0484,0.4223,0.1311,0.1667,0.1223,4.4948,281.6965,6.0193,0.2444
146,2023-08-03,1.2305,2.9486,2.5248,0.9392,3.3790,5.1555,0.6294,0.2058,0.6627,0.1467,4.9382,5.7235,1.2628,0.0546,3.1625,0.3472,0.2524,0.2624,0.4378,2.7455,1.1072,0.0421,0.0482,0.4205,0.1305,0.1674,0.1230,4.5197,281.3395,6.0391,0.2425
147,2023-08-04,1.2321,2.9683,2.5319,0.9202,3.3857,5.1566,0.6301,0.2045,0.6646,0.1462,4.9521,5.7502,1.2655,0.0546,3.1701,0.3454,0.2553,0.2615,0.4430,2.7502,1.1130,0.0422,0.0476,0.4235,0.1302,0.1679,0.1225,4.5258,281.3799,6.0516,0.2418
148,2023-08-07,1.2282,2.9623,2.5304,0.9256,3.3707,5.1469,0.6277,0.2041,0.6642,0.1460,4.9490,5.7386,1.2695,0.0545,3.1701,0.3457,0.2568,0.2638,0.4430,2.7504,1.1186,0.0422,0.0467,0.4240,0.1295,0.1672,0.1222,4.5110,280.6318,6.0384,0.2421
149,2023-08-08,1.2282,2.9386,2.5308,0.9206,3.3565,5.1549,0.6256,0.2042,0.6643,0.1458,4.9497,5.7454,1.2786,0.0545,3.1523,0.3422,0.2557,0.2638,0.4394,2.7303,1.1146,0.0422,0.0470,0.4229,0.1290,0.1669,0.1222,4.5112,280.4232,6.0346,0.2399
150,2023-08-09,1.2265,2.9508,2.5297,0.9192,3.3586,5.1455,0.6253,0.2037,0.6640,0.1456,4.9477,5.7391,1.2762,0.0544,3.1428,0.3431,0.2556,0.2635,0.4421,2.7353,1.1097,0.0422,0.0464,0.4226,0.1289,0.1667,0.1226,4.5049,279.1391,6.0281,0.2373
151,2023-08-10,1.2215,2.9397,2.5275,0.9151,3.3465,5.1351,0.6223,0.2038,0.6634,0.1451,4.9433,5.7241,1.2788,0.0542,3.1182,0.3416,0.2545,0.2632,0.4401,2.7205,1.1068,0.0422,0.0461,0.4212,0.1278,0.1660,0.1221,4.4866,277.0179,6.0080,0.2382
152,2023-08-11,1.2254,2.9352,2.5267,0.9198,3.3459,5.1298,0.6222,0.2046,0.6632,0.1457,4.9418,5.7157,1.2861,0.0543,3.1122,0.3391,0.2527,0.2638,0.4336,2.7035,1.1110,0.0422,0.0457,0.4194,0.1284,0.1666,0.1225,4.5007,277.5511,6.0141,0.2384
153,2023-08-14,1.2288,2.9319,2.5269,0.9199,3.3567,5.1484,0.6217,0.2055,0.6632,0.1461,4.9422,5.7301,1.2925,0.0544,3.1138,0.3382,0.2547,0.2656,0.4326,2.6998,1.1141,0.0422,0.0445,0.4174,0.1284,0.1669,0.1228,4.5134,277.7333,6.0223,0.2381
154,2023-08-16,1.2303,2.9195,2.5234,0.9064,3.3493,5.1429,0.6193,0.2050,0.6623,0.1462,4.9354,5.7630,1.2795,0.0543,3.1037,0.3378,0.2565,0.2641,0.4298,2.6986,1.1064,0.0421,0.0465,0.4164,0.1278,0.1671,0.1224,4.5190,276.9267,6.0217,0.2363
155,2023-08-17,1.2359,2.9104,2.5229,0.9101,3.3571,5.1635,0.6211,0.2047,0.6622,0.1474,4.9345,5.7720,1.2768,0.0546,3.1052,0.3384,0.2561,0.2644,0.4273,2.6957,1.1045,0.0421,0.0489,0.4153,0.1280,0.1677,0.1229,4.5398,276.6033,6.0363,0.2368
156,2023-08-18,1.2386,2.9091,2.5279,0.9141,3.3580,5.1672,0.6237,0.2055,0.6635,0.1472,4.9442,5.7854,1.2870,0.0547,3.1255,0.3393,0.2567,0.2662,0.4275,2.6942,1.1023,0.0422,0.0486,0.4147,0.1286,0.1678,0.1232,4.5493,276.7464,6.0522,0.2381
157,2023-08-21,1.2339,2.9054,2.5266,0.9121,3.3517,5.1547,0.6210,0.2058,0.6631,0.1465,4.9416,5.7732,1.2924,0.0545,3.1094,0.3374,0.2562,0.2657,0.4282,2.6821,1.1043,0.0422,0.0478,0.4147,0.1289,0.1668,0.1227,4.5319,275.2425,6.0350,0.2388
158,2023-08-22,1.2327,2.9207,2.5244,0.9091,3.3472,5.1621,0.6208,0.2057,0.6625,0.1465,4.9373,5.7875,1.2913,0.0546,3.1093,0.3385,0.2538,0.2673,0.4281,2.6994,1.1053,0.0421,0.0480,0.4153,0.1296,0.1665,0.1226,4.5276,276.9936,6.0318,0.2407
159,2023-08-23,1.2439,2.9342,2.5260,0.9251,3.3667,5.1871,0.6266,0.2048,0.6629,0.1479,4.9405,5.7777,1.2895,0.0552,3.1412,0.3412,0.2539,0.2710,0.4270,2.7109,1.1027,0.0421,0.0483,0.4151,0.1303,0.1679,0.1237,4.5686,279.4731,6.0665,0.2441
160,2023-08-24,1.2379,2.9316,2.5229,0.9361,3.3574,5.1635,0.6247,0.2045,0.6619,0.1471,4.9345,5.7633,1.2872,0.0551,3.1272,0.3445,0.2557,0.2701,0.4267,2.7018,1.1030,0.0421,0.0482,0.4144,0.1299,0.1672,0.1231,4.5471,280.7400,6.0467,0.2437
161,2023-08-25,1.2460,2.9380,2.5251,0.9376,3.3681,5.1664,0.6278,0.2046,0.6626,0.1481,4.9388,5.7595,1.2889,0.0554,3.1341,0.3460,0.2549,0.2725,0.4279,2.7043,1.1051,0.0421,0.0482,0.4156,0.1304,0.1724,0.1239,4.5768,282.0215,6.0695,0.2453
162,2023-08-28,1.2437,2.9260,2.5236,0.9376,3.3585,5.1692,0.6263,0.2045,0.6623,0.1476,4.9358,5.7446,1.2891,0.0553,3.1171,0.3442,0.2562,0.2730,0.4260,2.6946,1.1033,0.0421,0.0478,0.4137,0.1296,0.1718,0.1237,4.5679,281.1218,6.0581,0.2438
163,2023-08-29,1.2447,2.9455,2.5267,0.9381,3.3602,5.1679,0.6270,0.2045,0.6631,0.1480,4.9418,5.7647,1.2942,0.0553,3.1196,0.3453,0.2558,0.2726,0.4274,2.7088,1.1046,0.0422,0.0478,0.4160,0.1301,0.1719,0.1238,4.5717,282.7609,6.0654,0.2471
164,2023-08-30,1.2357,2.9348,2.5270,0.9354,3.3459,5.1610,0.6227,0.2052,0.6631,0.1469,4.9424,5.7453,1.3034,0.0549,3.1023,0.3427,0.2560,0.2710,0.4284,2.7027,1.1039,0.0422,0.0474,0.4169,0.1294,0.1696,0.1229,4.5389,282.8151,6.0380,0.2443
165,2023-08-31,1.2372,2.9391,2.5264,0.9291,3.3542,5.1506,0.6234,0.2050,0.6631,0.1468,4.9412,5.7643,1.3002,0.0549,3.1148,0.3432,0.2559,0.2717,0.4257,2.7023,1.1061,0.0422,0.0471,0.4159,0.1299,0.1704,0.1231,4.5441,284.1094,6.0444,0.2422
166,2023-09-01,1.2404,2.9506,2.5278,0.9195,3.3744,5.1613,0.6274,0.2050,0.6634,0.1475,4.9440,5.7777,1.2848,0.0551,3.1334,0.3457,0.2540,0.2654,0.4293,2.7170,1.1049,0.0422,0.0473,0.4156,0.1301,0.1707,0.1234,4.5563,284.8021,6.0605,0.2433
167,2023-09-04,1.2471,2.9611,2.5291,0.9259,3.3683,5.1809,0.6301,0.2051,0.6637,0.1480,4.9465,5.7847,1.2927,0.0554,3.1290,0.3471,0.2556,0.2677,0.4300,2.7225,1.1076,0.0422,0.0474,0.4161,0.1301,0.1711,0.1247,4.5809,285.9671,6.0787,0.2423
168,2023-09-05,1.2531,2.9370,2.5304,0.9321,3.3719,5.1858,0.6302,0.2050,0.6640,0.1489,4.9491,5.7800,1.2855,0.0555,3.1285,0.3449,0.2566,0.2673,0.4294,2.7063,1.1040,0.0422,0.0472,0.4157,0.1298,0.1719,0.1246,4.6025,285.7467,6.0918,0.2403
169,2023-09-06,1.2589,2.9534,2.5367,0.9308,3.3850,5.1945,0.6328,0.2048,0.6654,0.1496,4.9615,5.8043,1.2771,0.0556,3.1356,0.3468,0.2588,0.2633,0.4309,2.7214,1.1030,0.0423,0.0472,0.4160,0.1302,0.1724,0.1252,4.6240,286.1013,6.1146,0.2401
170,2023-09-07,1.2616,2.9572,2.5376,0.9306,3.3951,5.1946,0.6324,0.2037,0.6654,0.1500,4.9632,5.7789,1.2708,0.0557,3.1430,0.3467,0.2584,0.2647,0.4316,2.7267,1.0813,0.0424,0.0471,0.4168,0.1301,0.1727,0.1255,4.6340,285.9688,6.1195,0.2410
171,2023-09-08,1.2627,2.9666,2.5382,0.9317,3.3940,5.2018,0.6322,0.2038,0.6655,0.1501,4.9643,5.7906,1.2869,0.0559,3.1480,0.3476,0.2588,0.2656,0.4344,2.7410,1.0762,0.0424,0.0475,0.4165,0.1306,0.1727,0.1256,4.6378,287.0760,6.1237,0.2431
172,2023-09-11,1.2602,2.9773,2.5390,0.9286,3.4045,5.1899,0.6347,0.2033,0.6658,0.1498,4.9660,5.7987,1.2906,0.0558,3.1572,0.3479,0.2585,0.2640,0.4344,2.7404,1.0719,0.0424,0.0481,0.4181,0.1303,0.1722,0.1253,4.6290,286.5883,6.1238,0.2449
173,2023-09-12,1.2615,2.9786,2.5406,0.9397,3.4129,5.1958,0.6358,0.2020,0.6661,0.1500,4.9690,5.7799,1.2876,0.0559,3.1569,0.3489,0.2577,0.2682,0.4342,2.7372,1.0643,0.0424,0.0488,0.4178,0.1301,0.1723,0.1254,4.6335,285.9283,6.1272,0.2452
174,2023-09-13,1.2609,2.9688,2.5409,0.9362,3.4155,5.1884,0.6360,0.2031,0.6661,0.1499,4.9697,5.7737,1.2925,0.0558,3.1433,0.3483,0.2578,0.2686,0.4331,2.7336,1.0743,0.0424,0.0482,0.4162,0.1295,0.1719,0.1254,4.6316,284.6464,6.1242,0.2447
175,2023-09-14,1.2613,2.9778,2.5408,0.9424,3.4229,5.1855,0.6367,0.2033,0.6662,0.1499,4.9695,5.7768,1.2920,0.0558,3.1435,0.3493,0.2573,0.2703,0.4323,2.7413,1.0719,0.0424,0.0481,0.4163,0.1295,0.1721,0.1254,4.6329,283.9799,6.1259,0.2448
176,2023-09-15,1.2683,3.0072,2.5406,0.9564,3.4491,5.2031,0.6401,0.2031,0.6664,0.1505,4.9690,5.7941,1.2949,0.0561,3.1527,0.3507,0.2575,0.2726,0.4352,2.7571,1.0723,0.0424,0.0483,0.4170,0.1300,0.1725,0.1261,4.6583,287.3566,6.1468,0.2450
177,2023-09-18,1.2673,2.9962,2.5400,0.9561,3.4459,5.1974,0.6381,0.2032,0.6663,0.1505,4.9679,5.7709,1.2933,0.0559,3.1530,0.3513,0.2597,0.2729,0.4293,2.7496,1.0707,0.0424,0.0483,0.4148,0.1304,0.1723,0.1260,4.6546,288.2401,6.1403,0.2447
178,2023-09-19,1.2662,3.0019,2.5406,0.9579,3.4576,5.1851,0.6379,0.2032,0.6667,0.1505,4.9691,5.7569,1.2958,0.0558,3.1488,0.3507,0.2593,0.2724,0.4319,2.7607,1.0686,0.0424,0.0484,0.4181,0.1293,0.1721,0.1259,4.6505,289.3114,6.1364,0.2453
179,2023-09-20,1.2655,3.0068,2.5417,0.9550,3.4588,5.1812,0.6371,0.2038,0.6669,0.1503,4.9711,5.7516,1.2956,0.0560,3.1412,0.3502,0.2578,0.2726,0.4325,2.7638,1.0686,0.0424,0.0481,0.4186,0.1290,0.1721,0.1259,4.6481,288.4529,6.1333,0.2454
180,2023-09-21,1.2698,2.9882,2.5415,0.9557,3.4561,5.1566,0.6383,0.2034,0.6668,0.1509,4.9707,5.7329,1.2847,0.0561,3.1483,0.3479,0.2573,0.2731,0.4322,2.7620,1.0755,0.0424,0.0486,0.4182,0.1290,0.1725,0.1263,4.6638,288.5847,6.1431,0.2470
181,2023-09-22,1.2717,3.0071,2.5398,0.9461,3.4698,5.1538,0.6396,0.2037,0.6663,0.1512,4.9675,5.7134,1.2837,0.0564,3.1507,0.3498,0.2571,0.2719,0.4342,2.7817,1.0786,0.0424,0.0485,0.4171,0.1297,0.1720,0.1265,4.6709,289.1272,6.1462,0.2479
182,2023-09-25,1.2719,2.9996,2.5399,0.9466,3.4665,5.1335,0.6389,0.2036,0.6662,0.1512,4.9677,5.7103,1.2740,0.0562,3.1436,0.3489,0.2569,0.2706,0.4342,2.7816,1.0823,0.0424,0.0485,0.4227,0.1293,0.1717,0.1265,4.6717,288.7148,6.1447,0.2488
183,2023-09-26,1.2761,3.0057,2.5409,0.9431,3.4756,5.1400,0.6414,0.2039,0.6664,0.1515,4.9696,5.7148,1.2776,0.0563,3.1492,0.3473,0.2567,0.2688,0.4341,2.7955,1.0779,0.0424,0.0486,0.4252,0.1290,0.1720,0.1269,4.6874,288.2732,6.1584,0.2482
184,2023-09-27,1.2826,3.0033,2.5433,0.9446,3.4804,5.1393,0.6442,0.2034,0.6672,0.1525,4.9743,5.7209,1.2777,0.0566,3.1578,0.3485,0.2584,0.2688,0.4365,2.7954,1.0777,0.0424,0.0488,0.4280,0.1289,0.1727,0.1275,4.7112,287.0737,6.1787,0.2459
185,2023-09-28,1.2854,3.0157,2.5436,0.9360,3.5009,5.1471,0.6462,0.2040,0.6673,0.1528,4.9749,5.7597,1.2630,0.0568,3.1640,0.3483,0.2597,0.2672,0.4407,2.8103,1.0744,0.0424,0.0486,0.4290,0.1284,0.1717,0.1278,4.7214,284.8747,6.1910,0.2460
186,2023-09-29,1.2759,3.0414,2.5434,0.9310,3.4896,5.1446,0.6418,0.2041,0.6671,0.1517,4.9746,5.7433,1.2709,0.0564,3.1424,0.3485,0.2600,0.2691,0.4418,2.8303,1.0726,0.0425,0.0481,0.4329,0.1286,0.1707,0.1269,4.6864,282.2442,6.1616,0.2497
187,2023-10-02,1.2848,3.0182,2.5433,0.9377,3.4671,5.1701,0.6463,0.2036,0.6669,0.1526,4.9744,5.7415,1.2848,0.0567,3.1518,0.3482,0.2569,0.2703,0.4400,2.8175,1.0790,0.0425,0.0479,0.4295,0.1277,0.1720,0.1278,4.7191,278.1602,6.1864,0.2477
188,2023-10-03,1.2913,2.9934,2.5434,0.9367,3.4556,5.1499,0.6496,0.2033,0.6670,0.1535,4.9745,5.7323,1.2860,0.0570,3.1651,0.3487,0.2589,0.2689,0.4363,2.7982,1.0761,0.0424,0.0476,0.4290,0.1280,0.1725,0.1296,4.7430,278.5272,6.2050,0.2461
189,2023-10-04,1.2902,2.9983,2.5438,0.9170,3.4605,5.1570,0.6490,0.2038,0.6670,0.1539,4.9752,5.7500,1.2805,0.0569,3.1784,0.3498,0.2607,0.2631,0.4333,2.7976,1.0737,0.0424,0.0476,0.4284,0.1278,0.1719,0.1294,4.7387,277.7786,6.2054,0.2461
190,2023-10-05,1.2875,2.9961,2.5411,0.9173,3.4327,5.1559,0.6477,0.2038,0.6665,0.1535,4.9700,5.7344,1.2826,0.0568,3.1763,0.3497,0.2596,0.2618,0.4290,2.8045,1.0816,0.0424,0.0473,0.4283,0.1280,0.1710,0.1291,4.7293,277.1256,6.1949,0.2424
191,2023-10-06,1.2804,2.9912,2.5376,0.9102,3.4291,5.1530,0.6441,0.2030,0.6655,0.1527,4.9631,5.7390,1.2829,0.0565,3.1557,0.3491,0.2587,0.2585,0.4288,2.8036,1.0790,0.0424,0.0468,0.4277,0.1271,0.1708,0.1285,4.7028,275.2816,6.1706,0.2426
192,2023-10-09,1.2842,3.0014,2.5402,0.9164,3.4534,5.1787,0.6474,0.2033,0.6663,0.1526,4.9682,5.7469,1.2802,0.0566,3.1638,0.3493,0.2583,0.2580,0.4329,2.8184,1.0855,0.0424,0.0468,0.4282,0.1272,0.1701,0.1290,4.7168,280.6711,6.1860,0.2436
193,2023-10-10,1.2744,3.0043,2.5388,0.9113,3.4451,5.1782,0.6415,0.2026,0.6659,0.1515,4.9656,5.7459,1.2808,0.0562,3.1443,0.3475,0.2584,0.2573,0.4327,2.8191,1.0883,0.0424,0.0471,0.4300,0.1274,0.1690,0.1283,4.6810,279.7834,6.1551,0.2448
194,2023-10-11,1.2742,3.0058,2.5389,0.9265,3.4415,5.1838,0.6409,0.2022,0.6660,0.1515,4.9658,5.7481,1.2831,0.0563,3.1486,0.3493,0.2574,0.2616,0.4331,2.8197,1.0995,0.0424,0.0468,0.4299,0.1285,0.1688,0.1284,4.6803,281.4407,6.1549,0.2474
195,2023-10-12,1.2725,2.9954,2.5374,0.9255,3.4393,5.1941,0.6403,0.2020,0.6656,0.1513,4.9627,5.7479,1.2854,0.0562,3.1345,0.3495,0.2574,0.2624,0.4304,2.8043,1.0945,0.0423,0.0482,0.4294,0.1290,0.1680,0.1284,4.6739,282.7210,6.1474,0.2483
196,2023-10-13,1.2836,2.9753,2.5383,0.9341,3.4463,5.1922,0.6452,0.2015,0.6657,0.1526,4.9645,5.7473,1.2802,0.0566,3.1501,0.3483,0.2579,0.2628,0.4306,2.7851,1.0923,0.0424,0.0485,0.4297,0.1295,0.1696,0.1297,4.7146,285.9224,6.1792,0.2481
197,2023-10-16,1.2829,2.9803,2.5387,0.9273,3.4546,5.2221,0.6444,0.2011,0.6657,0.1525,4.9654,5.7268,1.2834,0.0566,3.1522,0.3477,0.2609,0.2622,0.4309,2.7887,1.1034,0.0424,0.0484,0.4298,0.1298,0.1689,0.1297,4.7123,290.2917,6.1760,0.2493
198,2023-10-17,1.2816,2.9903,2.5399,0.9342,3.4527,5.2205,0.6436,0.2016,0.6657,0.1523,4.9676,5.7263,1.2894,0.0566,3.1451,0.3477,0.2608,0.2622,0.4293,2.7702,1.1203,0.0424,0.0483,0.4304,0.1294,0.1688,0.1292,4.7073,291.0392,6.1719,0.2500
199,2023-10-18,1.2806,2.9992,2.5414,0.9335,3.4521,5.2346,0.6431,0.2017,0.6662,0.1522,4.9705,5.7353,1.2942,0.0565,3.1416,0.3478,0.2595,0.2614,0.4295,2.7745,1.1168,0.0424,0.0483,0.4301,0.1295,0.1678,0.1284,4.7038,293.9985,6.1707,0.2504
200,2023-10-19,1.2844,2.9720,2.5421,0.9324,3.4343,5.2467,0.6447,0.2012,0.6663,0.1524,4.9720,5.7064,1.2918,0.0566,3.1478,0.3469,0.2595,0.2570,0.4249,2.7445,1.1162,0.0424,0.0484,0.4270,0.1293,0.1686,0.1288,4.7177,295.6786,6.1796,0.2467
201,2023-10-20,1.2791,2.9634,2.5428,0.9276,3.4291,5.2654,0.6420,0.2015,0.6665,0.1520,4.9734,5.6914,1.2955,0.0565,3.1329,0.3475,0.2588,0.2559,0.4253,2.7368,1.1137,0.0424,0.0489,0.4275,0.1287,0.1675,0.1286,4.6981,299.1485,6.1627,0.2460
202,2023-10-23,1.2780,2.9546,2.5423,0.9327,3.4213,5.2568,0.6415,0.2016,0.6662,0.1519,4.9724,5.7029,1.3022,0.0564,3.1304,0.3469,0.2579,0.2557,0.4215,2.7281,1.1149,0.0424,0.0496,0.4252,0.1286,0.1675,0.1284,4.6940,298.5856,6.1599,0.2456
203,2023-10-24,1.2707,2.9701,2.5400,0.9308,3.4097,5.2262,0.6384,0.2015,0.6655,0.1510,4.9678,5.7164,1.3020,0.0562,3.1191,0.3474,0.2569,0.2577,0.4205,2.7319,1.1142,0.0424,0.0497,0.4243,0.1292,0.1661,0.1277,4.6672,295.2324,6.1389,0.2449
204,2023-10-25,1.2784,2.9723,2.5374,0.9405,3.4079,5.2397,0.6417,0.2011,0.6650,0.1520,4.9628,5.6883,1.2851,0.0565,3.1316,0.3476,0.2566,0.2564,0.4186,2.7339,1.1072,0.0424,0.0503,0.4201,0.1297,0.1669,0.1286,4.6956,297.4730,6.1564,0.2446
205,2023-10-26,1.2817,2.9734,2.5382,0.9423,3.4135,5.2391,0.6432,0.2008,0.6651,0.1522,4.9643,5.6920,1.2934,0.0566,3.1320,0.3468,0.2586,0.2571,0.4201,2.7340,1.1100,0.0424,0.0503,0.4213,0.1299,0.1674,0.1290,4.7077,301.1915,6.1660,0.2466
206,2023-10-27,1.2805,2.9885,2.5401,0.9432,3.4083,5.2266,0.6426,0.2015,0.6657,0.1522,4.9681,5.7085,1.2967,0.0565,3.1356,0.3470,0.2603,0.2601,0.4207,2.7422,1.1139,0.0424,0.0503,0.4216,0.1298,0.1669,0.1291,4.7033,300.3958,6.1661,0.2492
207,2023-10-30,1.2781,2.9898,2.5384,0.9362,3.3901,5.1929,0.6416,0.2014,0.6652,0.1519,4.9647,5.6915,1.2967,0.0564,3.1366,0.3481,0.2597,0.2603,0.4211,2.7381,1.1125,0.0424,0.0503,0.4206,0.1305,0.1664,0.1291,4.6943,301.0881,6.1572,0.2494
208,2023-10-31,1.2683,2.9659,2.5395,0.9227,3.3705,5.1639,0.6368,0.2024,0.6654,0.1507,4.9669,5.6781,1.3001,0.0560,3.0910,0.3456,0.2584,0.2588,0.4190,2.7250,1.1162,0.0424,0.0505,0.4199,0.1296,0.1647,0.1285,4.6585,299.3492,6.1250,0.2487
209,2023-11-01,1.2819,2.9851,2.5403,0.9346,3.3911,5.1817,0.6433,0.2016,0.6657,0.1524,4.9685,5.7168,1.2976,0.0565,3.1145,0.3467,0.2567,0.2616,0.4200,2.7415,1.1135,0.0424,0.0507,0.4209,0.1300,0.1662,0.1298,4.7086,300.1013,6.1679,0.2515
210,2023-11-02,1.2724,3.0119,2.5407,0.9433,3.3840,5.1734,0.6386,0.2018,0.6658,0.1512,4.9693,5.6978,1.2992,0.0561,3.1079,0.3497,0.2599,0.2649,0.4189,2.7611,1.1153,0.0424,0.0500,0.4204,0.1301,0.1650,0.1288,4.6735,298.8651,6.1403,0.2547
211,2023-11-03,1.2714,3.0094,2.5411,0.9424,3.3982,5.1613,0.6383,0.2032,0.6661,0.1511,4.9701,5.7072,1.3053,0.0561,3.1084,0.3540,0.2578,0.2665,0.4182,2.7651,1.1159,0.0424,0.0501,0.4220,0.1307,0.1644,0.1292,4.6698,298.3756,6.1390,0.2532
212,2023-11-06,1.2584,3.0084,2.5408,0.9431,3.3880,5.1564,0.6360,0.2034,0.6663,0.1496,4.9695,5.7391,1.3093,0.0555,3.0887,0.3565,0.2578,0.2647,0.4192,2.7641,1.1138,0.0424,0.0500,0.4255,0.1301,0.1626,0.1282,4.6224,295.2551,6.1086,0.2531
213,2023-11-07,1.2664,2.9881,2.5409,0.9529,3.3842,5.1664,0.6386,0.2020,0.6664,0.1505,4.9696,5.7207,1.3122,0.0559,3.0942,0.3549,0.2557,0.2656,0.4172,2.7558,1.1150,0.0424,0.0503,0.4256,0.1308,0.1633,0.1291,4.6514,294.1898,6.1276,0.2536
214,2023-11-08,1.2679,2.9929,2.5398,0.9556,3.3784,5.1639,0.6395,0.2017,0.6661,0.1507,4.9674,5.7070,1.3109,0.0559,3.0886,0.3545,0.2586,0.2658,0.4157,2.7591,1.1125,0.0424,0.0506,0.4258,0.1309,0.1633,0.1292,4.6566,293.5684,6.1288,0.2519
215,2023-11-09,1.2652,2.9771,2.5397,0.9463,3.3712,5.1603,0.6379,0.2020,0.6660,0.1503,4.9673,5.7092,1.3108,0.0558,3.0754,0.3543,0.2591,0.2650,0.4162,2.7577,1.1178,0.0424,0.0504,0.4272,0.1306,0.1632,0.1290,4.6471,291.0616,6.1201,0.2496
216,2023-11-10,1.2670,2.9575,2.5407,0.9431,3.3686,5.1647,0.6384,0.2028,0.6663,0.1506,4.9692,5.6833,1.3176,0.0559,3.0728,0.3528,0.2598,0.2609,0.4178,2.7405,1.1246,0.0424,0.0505,0.4268,0.1296,0.1630,0.1289,4.6537,292.2353,6.1226,0.2483
217,2023-11-13,1.2653,2.9636,2.5412,0.9483,3.3660,5.1492,0.6374,0.2020,0.6663,0.1502,4.9703,5.6924,1.3186,0.0558,3.0627,0.3514,0.2601,0.2631,0.4177,2.7360,1.1211,0.0424,0.0504,0.4273,0.1291,0.1626,0.1284,4.6473,289.5683,6.1177,0.2482
218,2023-11-14,1.2630,2.9559,2.5423,0.9452,3.3557,5.1460,0.6364,0.2025,0.6666,0.1500,4.9723,5.6996,1.3186,0.0558,3.0576,0.3498,0.2599,0.2641,0.4175,2.7228,1.1241,0.0424,0.0508,0.4274,0.1286,0.1620,0.1277,4.6390,290.3122,6.1124,0.2478
